user_id,company_id,user_role,user_profile
USER-0487,COMP-022,viewer,"{'age': 44, 'bachelors_field': 'no degree', 'birth_date': '1981-08-21', 'city': 'Bridgeton', 'country': 'USA', 'county': 'Cumberland County', 'education_level': 'high_school', 'email_address': 'quenteriariveraconcepcion81@gmail.com', 'ethnic_background': 'mexican', 'first_name': 'Quenteria', 'last_name': 'Riveraconcepcion', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Delacaridad', 'occupation': 'first_line_supervisor_of_office_or_administrative_support_worker', 'phone_number': '856-936-4613', 'sex': 'Female', 'ssn': '142-54-1206', 'state': 'NJ', 'street_name': 'Roadstown Jericho Road', 'street_number': 511, 'unit': '', 'uuid': '48ae517f-fc1a-4c42-a9bd-2985c8bd1135', 'zipcode': '08302'}"
USER-0591,COMP-006,viewer,"{'age': 31, 'bachelors_field': 'no degree', 'birth_date': '1994-05-03', 'city': 'Texarkana', 'country': 'USA', 'county': 'Miller County', 'education_level': 'high_school', 'email_address': 'arthur.rose94@icloud.com', 'ethnic_background': 'white', 'first_name': 'Arthur', 'last_name': 'Rose', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Philip', 'occupation': 'stocker_or_order_filler', 'phone_number': '318-219-3261', 'sex': 'Male', 'ssn': '430-76-5075', 'state': 'AR', 'street_name': 'Clift Rd', 'street_number': 123, 'unit': '', 'uuid': '4cfef2f0-6fea-49f6-bb00-de6c023d8326', 'zipcode': '71854'}"
USER-0209,COMP-018,viewer,"{'age': 65, 'bachelors_field': 'stem', 'birth_date': '1960-11-17', 'city': 'Erie', 'country': 'USA', 'county': 'Erie County', 'education_level': 'graduate', 'email_address': 'willieb@icloud.com', 'ethnic_background': 'black', 'first_name': 'Willie', 'last_name': 'Booker', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'M', 'occupation': 'tree_trimmer_or_pruner', 'phone_number': '582-610-4327', 'sex': 'Male', 'ssn': '210-85-5839', 'state': 'PA', 'street_name': 'N Main St', 'street_number': 38, 'unit': '', 'uuid': '123ad368-1967-4127-b543-dc213bd4b027', 'zipcode': '16511'}"
USER-0119,COMP-038,individual_contributor,"{'age': 43, 'bachelors_field': 'no degree', 'birth_date': '1982-11-04', 'city': 'Elk Grove Village', 'country': 'USA', 'county': 'DuPage County', 'education_level': 'high_school', 'email_address': 'zoila.jimenez@outlook.com', 'ethnic_background': 'mexican', 'first_name': 'Zoila', 'last_name': 'Jimenez', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Lorraine', 'occupation': 'financial_manager', 'phone_number': '224-681-2415', 'sex': 'Female', 'ssn': '318-50-3948', 'state': 'IL', 'street_name': 'Heatherwood Cir', 'street_number': 117, 'unit': '', 'uuid': '12aeacd4-a8c7-45b7-b8bc-2ba866025272', 'zipcode': '60007'}"
USER-0028,COMP-007,admin,"{'age': 28, 'bachelors_field': 'no degree', 'birth_date': '1996-12-31', 'city': 'Baltimore', 'country': 'USA', 'county': 'Baltimore city', 'education_level': 'high_school', 'email_address': 'caseynicole1996@gmail.com', 'ethnic_background': 'black', 'first_name': 'Casey', 'last_name': 'Rhodes', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Nicole', 'occupation': 'cashier', 'phone_number': '410-327-2282', 'sex': 'Female', 'ssn': '215-87-8475', 'state': 'MD', 'street_name': 'Van Wagner Road', 'street_number': 423, 'unit': '', 'uuid': '251b1c5d-212f-4eee-b52a-e8b1831d9481', 'zipcode': '21216'}"
USER-0506,COMP-002,manager,"{'age': 60, 'bachelors_field': 'no degree', 'birth_date': '1965-01-31', 'city': 'Rock Hill', 'country': 'USA', 'county': 'York County', 'education_level': '9th_12th_no_diploma', 'email_address': 'krobertson@gmail.com', 'ethnic_background': 'black', 'first_name': 'Kenneth', 'last_name': 'Robertson', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'R', 'occupation': 'driver_sales_worker_or_truck_driver', 'phone_number': '839-879-2124', 'sex': 'Male', 'ssn': '248-57-4579', 'state': 'SC', 'street_name': 'Clearbrook Rd', 'street_number': 166, 'unit': '', 'uuid': '56b96f30-1681-4863-83da-f751639f2585', 'zipcode': '29730'}"
USER-0486,COMP-026,individual_contributor,"{'age': 35, 'bachelors_field': 'no degree', 'birth_date': '1990-10-09', 'city': 'Hampton', 'country': 'USA', 'county': 'Clayton County', 'education_level': 'high_school', 'email_address': 'james.weaver@icloud.com', 'ethnic_background': 'white', 'first_name': 'James', 'last_name': 'Weaver', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'J', 'occupation': 'agricultural_or_food_scientist', 'phone_number': '404-679-0538', 'sex': 'Male', 'ssn': '259-26-3849', 'state': 'GA', 'street_name': 'Bowmantown Bridge Ct', 'street_number': 108, 'unit': '', 'uuid': '2eda9ecb-2f6a-47cd-a582-f4fee561035b', 'zipcode': '30228'}"
USER-0603,COMP-010,individual_contributor,"{'age': 36, 'bachelors_field': 'stem', 'birth_date': '1989-09-14', 'city': 'Huntington Beach', 'country': 'USA', 'county': 'Orange County', 'education_level': 'bachelors', 'email_address': 'maria.ceniceros@gmail.com', 'ethnic_background': 'mexican', 'first_name': 'Maria', 'last_name': 'Ceniceros', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Isabel', 'occupation': 'market_research_analyst_or_marketing_specialist', 'phone_number': '949-416-4431', 'sex': 'Female', 'ssn': '546-69-6014', 'state': 'CA', 'street_name': 'Smithlee Dr', 'street_number': 218, 'unit': '', 'uuid': '321e41e1-d135-4a24-a759-671e00e627dc', 'zipcode': '92646'}"
USER-0820,COMP-013,viewer,"{'age': 62, 'bachelors_field': 'arts_humanities', 'birth_date': '1962-12-16', 'city': 'Champaign', 'country': 'USA', 'county': 'Champaign County', 'education_level': 'bachelors', 'email_address': 'etheal.harrison11@icloud.com', 'ethnic_background': 'black', 'first_name': 'Etheal', 'last_name': 'Harrison', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Ann', 'occupation': 'nursing_assistant', 'phone_number': '217-880-1991', 'sex': 'Female', 'ssn': '358-23-4316', 'state': 'IL', 'street_name': 'Potomac Ct', 'street_number': 171, 'unit': '', 'uuid': 'fb5ac17a-cb19-4b89-a7f2-5f14c8657aff', 'zipcode': '61822'}"
USER-0577,COMP-034,viewer,"{'age': 28, 'bachelors_field': 'no degree', 'birth_date': '1997-12-02', 'city': 'Proctorville', 'country': 'USA', 'county': 'Lawrence County', 'education_level': 'high_school', 'email_address': 'haldridge@gmail.com', 'ethnic_background': 'white', 'first_name': 'Hunter', 'last_name': 'Aldridge', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'M', 'occupation': 'postal_service_mail_carrier', 'phone_number': '304-545-7663', 'sex': 'Male', 'ssn': '302-44-9944', 'state': 'OH', 'street_name': 'Cranbrook Blvd', 'street_number': 199, 'unit': '', 'uuid': '8d71907d-901e-48db-83c2-5669de535c1c', 'zipcode': '45669'}"
USER-0592,COMP-036,individual_contributor,"{'age': 56, 'bachelors_field': 'no degree', 'birth_date': '1969-03-15', 'city': 'Malverne', 'country': 'USA', 'county': 'Nassau County', 'education_level': 'high_school', 'email_address': 'moseleyo@protonmail.com', 'ethnic_background': 'uruguayan', 'first_name': 'Omar', 'last_name': 'Moseley', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'D', 'occupation': 'personal_financial_advisor', 'phone_number': '363-827-9594', 'sex': 'Male', 'ssn': '092-85-9407', 'state': 'NY', 'street_name': '2nd Avenue', 'street_number': 95, 'unit': '', 'uuid': '664c094b-f624-4cef-ba71-3e6131c7cef5', 'zipcode': '11565'}"
USER-0609,COMP-004,manager,"{'age': 65, 'bachelors_field': 'no degree', 'birth_date': '1960-07-18', 'city': 'Mesa', 'country': 'USA', 'county': 'Maricopa County', 'education_level': 'high_school', 'email_address': 'markt1960@gmail.com', 'ethnic_background': 'white', 'first_name': 'Mark', 'last_name': 'Buffington', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'T', 'occupation': 'postal_service_mail_sorter_processor_or_processing_machine_operator', 'phone_number': '623-558-4684', 'sex': 'Male', 'ssn': '527-98-1869', 'state': 'AZ', 'street_name': 'Fm 2590', 'street_number': 107, 'unit': '', 'uuid': 'aafb1130-fed8-42cf-a41c-5e5a2e89b479', 'zipcode': '85201'}"
USER-0699,COMP-011,admin,"{'age': 43, 'bachelors_field': 'no degree', 'birth_date': '1982-05-08', 'city': 'Arvada', 'country': 'USA', 'county': 'Jefferson County', 'education_level': 'associates', 'email_address': 'joann_galunas29@gmail.com', 'ethnic_background': 'white', 'first_name': 'Joann', 'last_name': 'Galunas', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Manuela', 'occupation': 'lodging_manager', 'phone_number': '303-363-3869', 'sex': 'Female', 'ssn': '522-45-2602', 'state': 'CO', 'street_name': 'N 4th St', 'street_number': 135, 'unit': '', 'uuid': 'ccba5e57-4dbe-4615-869c-04d37b88fbd2', 'zipcode': '80003'}"
USER-0241,COMP-046,manager,"{'age': 22, 'bachelors_field': 'no degree', 'birth_date': '2003-06-01', 'city': 'Kalamazoo', 'country': 'USA', 'county': 'Kalamazoo County', 'education_level': 'some_college', 'email_address': 'melissampeery1@gmail.com', 'ethnic_background': 'white', 'first_name': 'Melissa', 'last_name': 'Peery', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Marie', 'occupation': 'educational_guidance_or_career_counselor_or_advisor', 'phone_number': '269-881-4847', 'sex': 'Female', 'ssn': '365-83-0781', 'state': 'MI', 'street_name': 'Wishing Well Dr', 'street_number': 390, 'unit': '', 'uuid': '97882c21-9a16-4291-a0be-830fc8796459', 'zipcode': '49006'}"
USER-0025,COMP-019,individual_contributor,"{'age': 39, 'bachelors_field': 'stem_related', 'birth_date': '1986-04-01', 'city': 'Chesterfield', 'country': 'USA', 'county': 'Chesterfield County', 'education_level': 'graduate', 'email_address': 'cjrogers19@gmail.com', 'ethnic_background': 'white', 'first_name': 'C', 'last_name': 'Rogers', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Jean', 'occupation': 'fire_inspector', 'phone_number': '404-487-7921', 'sex': 'Female', 'ssn': '247-38-3299', 'state': 'SC', 'street_name': 'E Marshall St', 'street_number': 152, 'unit': '', 'uuid': '4d6dd397-b3b7-4e17-bc0b-2be6941be57a', 'zipcode': '29709'}"
USER-0443,COMP-044,individual_contributor,"{'age': 45, 'bachelors_field': 'no degree', 'birth_date': '1980-04-04', 'city': 'Swampscott', 'country': 'USA', 'county': 'Essex County', 'education_level': 'high_school', 'email_address': 'allisonj21@outlook.com', 'ethnic_background': 'white', 'first_name': 'Joshua', 'last_name': 'Allison', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'B', 'occupation': 'cashier', 'phone_number': '351-795-2220', 'sex': 'Male', 'ssn': '029-60-6007', 'state': 'MA', 'street_name': 'Bunker Hill Road', 'street_number': 42, 'unit': '1317', 'uuid': '3df1a775-2e7a-40ee-976a-ba5a5af2e099', 'zipcode': '01907'}"
USER-0206,COMP-015,manager,"{'age': 46, 'bachelors_field': 'no degree', 'birth_date': '1979-08-31', 'city': 'New York', 'country': 'USA', 'county': 'New York County', 'education_level': 'high_school', 'email_address': 'salehsehgal@icloud.com', 'ethnic_background': 'south asian', 'first_name': 'Saleh', 'last_name': 'Sehgal', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Abbas', 'occupation': 'network_or_computer_systems_administrator', 'phone_number': '332-543-9635', 'sex': 'Male', 'ssn': '076-45-1388', 'state': 'NY', 'street_name': 'Watts Ave', 'street_number': 43, 'unit': '', 'uuid': 'fa282101-c397-4574-b9b7-9b5641c3e133', 'zipcode': '10013'}"
USER-0918,COMP-006,viewer,"{'age': 60, 'bachelors_field': 'no degree', 'birth_date': '1965-11-03', 'city': 'Beachwood', 'country': 'USA', 'county': 'Ocean County', 'education_level': 'high_school', 'email_address': 'jonathan_huss40@gmail.com', 'ethnic_background': 'white', 'first_name': 'Jonathan', 'last_name': 'Huss', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'M', 'occupation': 'construction_equipment_operator', 'phone_number': '848-939-5811', 'sex': 'Male', 'ssn': '146-27-8639', 'state': 'NJ', 'street_name': 'Manor View Ct', 'street_number': 28, 'unit': '', 'uuid': 'adde93fb-faec-428b-b41d-4c7b1136cde1', 'zipcode': '08722'}"
USER-0145,COMP-025,manager,"{'age': 28, 'bachelors_field': 'business', 'birth_date': '1997-01-18', 'city': 'Center Point', 'country': 'USA', 'county': 'Bandera County', 'education_level': 'bachelors', 'email_address': 'antoinette.lopez18@gmail.com', 'ethnic_background': 'mexican', 'first_name': 'Antoinette', 'last_name': 'Lopez', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Dawn', 'occupation': 'maid_or_housekeeping_cleaner', 'phone_number': '726-739-2385', 'sex': 'Female', 'ssn': '450-25-1268', 'state': 'TX', 'street_name': 'San Juan Street', 'street_number': 539, 'unit': '', 'uuid': '46ed431c-024a-4228-a4dd-f433ed2eb2bd', 'zipcode': '78010'}"
USER-0601,COMP-011,individual_contributor,"{'age': 51, 'bachelors_field': 'business', 'birth_date': '1974-04-02', 'city': 'Fort Lauderdale', 'country': 'USA', 'county': 'Broward County', 'education_level': 'graduate', 'email_address': 'jcross@gmail.com', 'ethnic_background': 'black', 'first_name': 'Joshua', 'last_name': 'Cross', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': '', 'occupation': 'registered_nurse', 'phone_number': '954-482-9469', 'sex': 'Male', 'ssn': '262-51-3379', 'state': 'FL', 'street_name': 'De Miranda Ave', 'street_number': 8, 'unit': '#31', 'uuid': '4ff5c350-0c3c-4891-b6a8-787853b9054b', 'zipcode': '33332'}"
USER-0127,COMP-026,admin,"{'age': 53, 'bachelors_field': 'education', 'birth_date': '1972-03-10', 'city': 'Bangor', 'country': 'USA', 'county': 'Penobscot County', 'education_level': 'graduate', 'email_address': 'dcoffey1972@yahoo.com', 'ethnic_background': 'white', 'first_name': 'David', 'last_name': 'Coffey', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Lee', 'occupation': 'miscellaneous_agricultural_worker', 'phone_number': '207-764-3260', 'sex': 'Male', 'ssn': '004-86-3981', 'state': 'ME', 'street_name': 'School Bus Ln', 'street_number': 77, 'unit': '', 'uuid': '9a696c25-76fe-46d9-abe4-04972d556139', 'zipcode': '04401'}"
USER-0039,COMP-041,viewer,"{'age': 64, 'bachelors_field': 'no degree', 'birth_date': '1961-04-15', 'city': 'Carlisle', 'country': 'USA', 'county': 'Cumberland County', 'education_level': 'high_school', 'email_address': 'joshuaproctor34@gmail.com', 'ethnic_background': 'white', 'first_name': 'Joshua', 'last_name': 'Merrick', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Proctor', 'occupation': 'sales_representative_wholesale_or_manufacturing', 'phone_number': '223-357-9491', 'sex': 'Male', 'ssn': '198-55-0673', 'state': 'PA', 'street_name': 'Bradford St', 'street_number': 334, 'unit': '', 'uuid': 'b7c5bfe9-e7a7-4708-b85b-6ed21170005e', 'zipcode': '17013'}"
USER-0732,COMP-002,viewer,"{'age': 63, 'bachelors_field': 'business', 'birth_date': '1962-01-09', 'city': 'Lehigh Acres', 'country': 'USA', 'county': 'Lee County', 'education_level': 'bachelors', 'email_address': 'deshawnandrade@gmail.com', 'ethnic_background': 'black', 'first_name': 'Deshawn', 'last_name': 'Andrade', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'R', 'occupation': 'manager', 'phone_number': '239-678-8066', 'sex': 'Male', 'ssn': '265-62-7435', 'state': 'FL', 'street_name': 'E Cayuga St', 'street_number': 22, 'unit': '', 'uuid': '68634a6b-720a-401a-bf52-e1974b56f524', 'zipcode': '33972'}"
USER-0841,COMP-003,viewer,"{'age': 34, 'bachelors_field': 'no degree', 'birth_date': '1991-08-24', 'city': 'Fayetteville', 'country': 'USA', 'county': 'Madison County', 'education_level': 'high_school', 'email_address': 'cbrock91@icloud.com', 'ethnic_background': 'white', 'first_name': 'Candy', 'last_name': 'Brock', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Elizabeth', 'occupation': 'lawyer', 'phone_number': '479-341-5383', 'sex': 'Female', 'ssn': '429-96-3712', 'state': 'AR', 'street_name': 'Somerknoll Dr', 'street_number': 128, 'unit': 'Bldg', 'uuid': 'f68d4100-5bac-44a4-8538-7e724b511f21', 'zipcode': '72703'}"
USER-0986,COMP-034,viewer,"{'age': 48, 'bachelors_field': 'no degree', 'birth_date': '1977-06-05', 'city': 'Ponte Vedra Beach', 'country': 'USA', 'county': 'Duval County', 'education_level': 'some_college', 'email_address': 'rmcvey5@gmail.com', 'ethnic_background': 'white', 'first_name': 'Ryan', 'last_name': 'Mcvey', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Wallace', 'occupation': 'first_line_supervisor_of_production_or_operating_worker', 'phone_number': '904-658-5203', 'sex': 'Male', 'ssn': '263-66-3641', 'state': 'FL', 'street_name': 'Inwood Drive', 'street_number': 208, 'unit': '', 'uuid': 'e6f8c422-3df5-47c9-bbf5-0a8597896976', 'zipcode': '32082'}"
USER-0865,COMP-010,manager,"{'age': 48, 'bachelors_field': 'no degree', 'birth_date': '1977-10-30', 'city': 'Dallas', 'country': 'USA', 'county': 'Dallas County', 'education_level': 'high_school', 'email_address': 'lindsaytblair@gmail.com', 'ethnic_background': 'white', 'first_name': 'Lindsay', 'last_name': 'Blair', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Teresa', 'occupation': 'tutor', 'phone_number': '214-265-7764', 'sex': 'Female', 'ssn': '449-90-6294', 'state': 'TX', 'street_name': 'Tiny Trl', 'street_number': 389, 'unit': '', 'uuid': '551e38f0-797f-4940-a252-19cb67dc15e5', 'zipcode': '75235'}"
USER-0942,COMP-020,admin,"{'age': 64, 'bachelors_field': 'no degree', 'birth_date': '1961-09-25', 'city': 'Salix', 'country': 'USA', 'county': 'Woodbury County', 'education_level': 'high_school', 'email_address': 'blakemmerritt61@icloud.com', 'ethnic_background': 'white', 'first_name': 'Blake', 'last_name': 'Merritt', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'M', 'occupation': 'manager', 'phone_number': '571-572-9052', 'sex': 'Male', 'ssn': '478-30-5379', 'state': 'IA', 'street_name': 'E Marion St', 'street_number': 78, 'unit': '', 'uuid': '1f034aa5-b382-4a0a-95dd-acfceeb74f07', 'zipcode': '51052'}"
USER-0280,COMP-022,individual_contributor,"{'age': 29, 'bachelors_field': 'no degree', 'birth_date': '1996-08-18', 'city': 'Signal Mountain', 'country': 'USA', 'county': 'Marion County', 'education_level': 'some_college', 'email_address': 'jandrews1996@gmail.com', 'ethnic_background': 'white', 'first_name': 'Jack', 'last_name': 'Andrews', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Sterling', 'occupation': 'first_line_supervisor_of_non_retail_sales_worker', 'phone_number': '423-834-7063', 'sex': 'Male', 'ssn': '412-09-3206', 'state': 'TN', 'street_name': 'Manson Pike', 'street_number': 3, 'unit': '', 'uuid': '5520ede3-6af1-4e71-a4dd-20cecc8aa846', 'zipcode': '37377'}"
USER-0352,COMP-010,admin,"{'age': 34, 'bachelors_field': 'no degree', 'birth_date': '1991-08-22', 'city': 'Fort Worth', 'country': 'USA', 'county': 'Tarrant County', 'education_level': '9th_12th_no_diploma', 'email_address': 'arnaldo.ayalareyes@gmail.com', 'ethnic_background': 'mexican', 'first_name': 'Arnaldo', 'last_name': 'Ayalareyes', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': '', 'occupation': 'management_analyst', 'phone_number': '817-857-5541', 'sex': 'Male', 'ssn': '449-90-2130', 'state': 'TX', 'street_name': 'Rannie Rd', 'street_number': 150, 'unit': '', 'uuid': 'c94d8673-1765-4763-aa27-65de50a37f4d', 'zipcode': '76110'}"
USER-0100,COMP-037,viewer,"{'age': 47, 'bachelors_field': 'no degree', 'birth_date': '1978-06-08', 'city': 'Franklin', 'country': 'USA', 'county': 'Simpson County', 'education_level': 'high_school', 'email_address': 'cynthiagriggs30@icloud.com', 'ethnic_background': 'white', 'first_name': 'Cynthia', 'last_name': 'Griggs', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': '', 'occupation': 'cashier', 'phone_number': '270-915-9357', 'sex': 'Female', 'ssn': '404-26-4244', 'state': 'KY', 'street_name': 'J D Brown Lane', 'street_number': 568, 'unit': '', 'uuid': '63eee02f-9d14-4e53-87c1-78c6653a90f0', 'zipcode': '42134'}"
